start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,trip_count
11 St & Washington St,7 St & Monroe St,40.749984145,-74.027350664,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.74998490907138,-74.02715027332306,40.74641264837719,-74.03797701001167,170
11 St & Washington St,7 St & Monroe St,40.749987721,-74.027322292,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.749988794,-74.027299285,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.750002384,-74.027306557,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.750005603,-74.027474999,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.750013232,-74.027253509,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.750014663,-74.027265549,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.750045776,-74.027314067,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.750061274,-74.027316928,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.750102878,-74.027467847,40.74641264837719,-74.03797701001167,1
11 St & Washington St,7 St & Monroe St,40.75044477,-74.027495265,40.74641264837719,-74.03797701001167,1
11 St & Washington St,8 St & Washington St,40.74993062,-74.027406335,40.74598388291562,-74.02819901704788,1
11 St & Washington St,8 St & Washington St,40.749964356,-74.027239442,40.74598388291562,-74.02819901704788,1
11 St & Washington St,8 St & Washington St,40.749973059,-74.027325034,40.74598388291562,-74.02819901704788,1
11 St & Washington St,8 St & Washington St,40.74998490907138,-74.02715027332306,40.74598388291562,-74.02819901704788,185
11 St & Washington St,8 St & Washington St,40.750092864,-74.027350426,40.74598388291562,-74.02819901704788,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.749851465,-74.027313709,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.749884248,-74.027506232,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.749950409,-74.027263761,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.749956369,-74.027510524,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.749978781,-74.027418613,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.74998490907138,-74.02715027332306,40.74790720968899,-74.03841152787209,162
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.74999702,-74.027264714,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750009894,-74.027268052,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750010252,-74.027240038,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750011921,-74.027303934,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750017285,-74.027254939,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750017285,-74.027236938,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750017643,-74.027298808,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750023127,-74.027257085,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750040412,-74.027390838,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750043392,-74.027402043,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750060916,-74.027196169,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750084519,-74.027301073,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750093699,-74.027338386,40.74790720968899,-74.03841152787209,1
11 St & Washington St,9 St HBLR - Jackson St & 8 St,40.750114918,-74.027397513,40.74790720968899,-74.03841152787209,1
11 St & Washington St,Adams St & 12 St,40.749922395,-74.027486086,40.751889392240685,-74.03329162748534,1
11 St & Washington St,Adams St & 12 St,40.74998490907138,-74.02715027332306,40.751889392240685,-74.03329162748534,63
11 St & Washington St,Adams St & 12 St,40.750025749,-74.027437806,40.751889392240685,-74.03329162748534,1
11 St & Washington St,Adams St & 12 St,40.750026703,-74.027307034,40.751889392240685,-74.03329162748534,1
11 St & Washington St,Adams St & 12 St,40.750045776,-74.027199507,40.751889392240685,-74.03329162748534,1
11 St & Washington St,Adams St & 2 St,40.749935746,-74.02743268,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.749965191,-74.027149796,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.74998490907138,-74.02715027332306,40.73981372311843,-74.03690412640572,147
11 St & Washington St,Adams St & 2 St,40.74998490907138,-74.02715027332306,40.74,-74.04,1
11 St & Washington St,Adams St & 2 St,40.74998498,-74.027330399,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.749994755,-74.027239442,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.750001073,-74.0273664,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.750010014,-74.027274132,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.750029087,-74.027476311,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.750033855,-74.0272609,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Adams St & 2 St,40.750058174,-74.027347207,40.73981372311843,-74.03690412640572,1
11 St & Washington St,Baldwin at Montgomery,40.74998490907138,-74.02715027332306,40.7236589,-74.0641943,1
11 St & Washington St,Bergen Ave,40.74998490907138,-74.02715027332306,40.722103786686034,-74.07145500183105,1
11 St & Washington St,Bergen Ave & Sip Ave,40.74998490907138,-74.02715027332306,40.73100888698729,-74.06443700194359,1
11 St & Washington St,Bloomfield St & 15 St,40.749892235,-74.027292252,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.749962807,-74.02730155,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.749982357,-74.027438283,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.74998490907138,-74.02715027332306,40.75453,-74.02658,93
11 St & Washington St,Bloomfield St & 15 St,40.750000715,-74.027220845,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.75001812,-74.027397037,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.750025868,-74.027308941,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.750033617,-74.027269602,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.750035286,-74.027269721,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.750055432,-74.027225018,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.750059485,-74.027363777,40.75453,-74.02658,1
11 St & Washington St,Bloomfield St & 15 St,40.750066519,-74.027395248,40.75453,-74.02658,1
11 St & Washington St,Brunswick & 6th,40.749957085,-74.027359128,40.72601172964625,-74.05038893222809,1
11 St & Washington St,Brunswick & 6th,40.74998490907138,-74.02715027332306,40.72601172964625,-74.05038893222809,7
11 St & Washington St,Brunswick St,40.74998490907138,-74.02715027332306,40.7241765,-74.0506564,4
11 St & Washington St,Christ Hospital,40.74998490907138,-74.02715027332306,40.734785818,-74.050443636,4
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.749931335,-74.027193189,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.749937534,-74.027598739,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.749940872,-74.027405858,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.749961257,-74.027211547,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.749965549,-74.02745378,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.74998343,-74.027222514,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.74998490907138,-74.02715027332306,40.74265933273143,-74.03223305940628,189
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750004888,-74.027520895,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750004888,-74.027310729,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750021219,-74.027266026,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750023961,-74.02737391,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750030041,-74.027233481,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750039697,-74.027217388,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750040531,-74.027207375,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750067353,-74.027441382,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750070095,-74.027300239,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750078201,-74.027302861,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750100851,-74.027244568,40.74265933273143,-74.03223305940628,1
11 St & Washington St,Church Sq Park - 5 St & Park Ave,40.750131607,-74.027328253,40.74265933273143,-74.03223305940628,1
11 St & Washington St,City Hall,40.74998490907138,-74.02715027332306,40.7177325,-74.043845,4
11 St & Washington St,City Hall - Washington St & 1 St,40.749943972,-74.027076602,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749950409,-74.027445555,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749955297,-74.027338743,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749961853,-74.027189016,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749969721,-74.02738142,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749976516,-74.027251244,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749978185,-74.027566433,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749978423,-74.027263045,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.7499789,-74.027338624,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749979138,-74.027220249,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.74998490907138,-74.02715027332306,40.73736,-74.03097,562
11 St & Washington St,City Hall - Washington St & 1 St,40.749986887,-74.027426958,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749987125,-74.02725625,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749990225,-74.027281046,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749991775,-74.027420282,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.749992728,-74.027298212,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750001192,-74.02726984,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750002503,-74.027257442,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750004411,-74.027224302,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750012636,-74.027273178,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.75001657,-74.027450919,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750019073,-74.027240276,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750033736,-74.027319312,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750034094,-74.027306557,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750038505,-74.027321696,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750039101,-74.027272582,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750040293,-74.027312875,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750050306,-74.027273774,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750058293,-74.027323484,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750062823,-74.027297258,40.73736,-74.03097,1
11 St & Washington St,City Hall - Washington St & 1 St,40.750077844,-74.027287483,40.73736,-74.03097,1
11 St & Washington St,Clinton St & 7 St,40.749847054,-74.027298808,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.749977708,-74.027274013,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.74998490907138,-74.02715027332306,40.74542,-74.03332,125
11 St & Washington St,Clinton St & 7 St,40.749989748,-74.027237058,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.749997377,-74.027258635,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.750000238,-74.027365804,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.750006318,-74.027428865,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.750015497,-74.027203321,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.750038624,-74.027332425,40.74542,-74.03332,1
11 St & Washington St,Clinton St & 7 St,40.750041723,-74.027270198,40.74542,-74.03332,1
11 St & Washington St,Clinton St & Newark St,40.749958396,-74.027489424,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.749963284,-74.027184606,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.74998490907138,-74.02715027332306,40.73743,-74.03571,188
11 St & Washington St,Clinton St & Newark St,40.749992609,-74.027625799,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.750004649,-74.027291059,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.75001967,-74.027276516,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.750020623,-74.027341843,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.750025511,-74.02733469,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.750028014,-74.027246356,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.750038743,-74.027261019,40.73743,-74.03571,1
11 St & Washington St,Clinton St & Newark St,40.750056744,-74.027297616,40.73743,-74.03571,1
11 St & Washington St,Columbus Drive,40.74998490907138,-74.02715027332306,40.71835519823214,-74.03891444206238,14
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.749931455,-74.027467251,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.74998490907138,-74.02715027332306,40.74816121065146,-74.0324530005455,115
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.749999166,-74.027284622,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.750012159,-74.027267694,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.75001657,-74.027273536,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.750025272,-74.027277112,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.750034332,-74.027280092,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.750035763,-74.027316332,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.750051856,-74.027482986,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.750055313,-74.027266622,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Columbus Park - Clinton St & 9 St,40.750077367,-74.027235627,40.74816121065146,-74.0324530005455,1
11 St & Washington St,Dixon Mills,40.74998490907138,-74.02715027332306,40.721630142638354,-74.04996782541275,8
11 St & Washington St,E 43 St & Madison Ave,40.74998490907138,-74.02715027332306,40.75354681867074,-73.97896572947502,1
11 St & Washington St,E 43 St & Madison Ave,40.750011563,-74.027490735,40.75354681867074,-73.97896572947502,1
11 St & Washington St,E 58 St & Madison Ave,40.74998490907138,-74.02715027332306,40.76302594280519,-73.97209525108337,1
11 St & Washington St,E 77 St & 3 Ave,40.74998490907138,-74.02715027332306,40.77314236,-73.95856158,1
11 St & Washington St,Essex Light Rail,40.749975085,-74.027331829,40.7127742,-74.0364857,1
11 St & Washington St,Essex Light Rail,40.74998490907138,-74.02715027332306,40.7127742,-74.0364857,18
11 St & Washington St,Exchange Pl,40.749930978,-74.027193069,40.71636596185077,-74.034343957901,1
11 St & Washington St,Exchange Pl,40.74998490907138,-74.02715027332306,40.71636596185077,-74.034343957901,22
11 St & Washington St,Exchange Pl,40.750025392,-74.027279615,40.71636596185077,-74.034343957901,1
11 St & Washington St,Glenwood Ave,40.74998490907138,-74.02715027332306,40.72755146730012,-74.07106071710587,1
11 St & Washington St,Grand St,40.749937654,-74.027400732,40.71517767732029,-74.03768330812454,1
11 St & Washington St,Grand St,40.74998490907138,-74.02715027332306,40.71517767732029,-74.03768330812454,16
11 St & Washington St,Grand St & 14 St,40.749980569,-74.0272367,40.75409,-74.0316,1
11 St & Washington St,Grand St & 14 St,40.74998490907138,-74.02715027332306,40.75409,-74.0316,87
11 St & Washington St,Grand St & 14 St,40.750076056,-74.027498841,40.75409,-74.0316,1
11 St & Washington St,Grove St PATH,40.74998490907138,-74.02715027332306,40.71941,-74.04309,15
11 St & Washington St,Grove St PATH,40.750089645,-74.027376771,40.71941,-74.04309,1
11 St & Washington St,Hamilton Park,40.74998490907138,-74.02715027332306,40.727595966,-74.044247311,28
11 St & Washington St,Hamilton Park,40.75001812,-74.027399421,40.727595966,-74.044247311,1
11 St & Washington St,Hamilton Park,40.750038743,-74.02733171,40.727595966,-74.044247311,1
11 St & Washington St,Harborside,40.74998490907138,-74.02715027332306,40.7192517,-74.034234,19
